,ID,RA,Dec,M,Axis_maj,Axis_min,R_eff,PA,Area,V_cen,V_RMS,V_disp,V_disp_nt,V_grad_abs,V_grad_PA,j,M_vir,virial,m_lin,m_lin_vir,virial_lin,id_unresolved,id_resolvedLeaves,id_resolvedBranches,id_SCIMES,abundance_pNH3
57,57,83.7455945137,-5.40831327394,17.8061394864,0.0431907134702,0.0169708434636,0.0270736557817,159.027856689,0.00816764423823,11.0983296111,0.378038466769,0.393594764051,0.375513748929,64.7354747757,25.7306236211,0.0189799967922,3.89963227695,0.21900492692,175.074005841,72.0189454354,0.411362869601,False,True,False,22,1.8350177053e-09
58,58,83.7212070231,-4.94607415031,309.31783182,0.0933057960443,0.025918097988,0.0491763028777,150.222215821,0.0340318509926,10.9358492355,0.285191699328,0.33648847772,0.276188243,11.6621325899,259.061445827,0.011281054983,5.17695509961,0.0167366849468,1407.79238225,52.6366847105,0.0373895223288,False,False,True,37,8.96561553832e-10
59,59,83.7128661521,-5.9045846373,1.60298401271,0.0178094191134,0.0107192887454,0.013816812435,23.8686852507,0.00317630609265,8.55699635519,1.36179180982,1.36179180982,1.36179180982,231.769009504,271.663926199,0.0176982807521,23.8236020706,14.8620334836,38.2227308718,862.123669358,22.5552609585,False,False,False,59,2.68242036779e-22
60,60,83.8478346384,-5.20291668516,24586.0936328,0.182404973309,0.0656556384359,0.109434523696,19.6546091683,0.171974287016,10.9670362525,0.348032730104,0.427550895357,0.333694572888,1.85692217354,324.71402109,0.0088953368273,18.5997934364,0.000756516822648,57239.4078061,84.9813788568,0.00148466558467,False,False,True,43,1.88283958744e-10
61,61,83.8599036786,-5.08780890984,2845.24804623,0.0599796904032,0.0490315497187,0.0542300393889,32.5665481323,0.052182171522,11.4237218272,0.198899823434,0.305300987856,0.176233931148,0.913076397691,169.885106236,0.00107410551836,4.69974687232,0.00165178810281,20144.5787453,43.3315826918,0.00215102947744,False,True,False,47,4.76731050849e-10
62,62,83.8492433119,-5.1254341378,42.5542531778,0.0259454770807,0.0123668107515,0.0179126437165,170.671864823,0.00499133814559,11.6946321028,0.142958977859,0.281759265866,0.105327910021,2.91559143969,213.825664274,0.000374201938931,1.32219110317,0.0310707157202,696.50395725,36.9066432654,0.0529884186317,False,True,False,43,3.78974470159e-09
63,63,83.9085921579,-5.09563787949,131.968942448,0.0501891383917,0.0272830545649,0.0370042295056,171.171210547,0.0208728686088,11.3992293871,0.196369566178,0.293281524041,0.176181863376,19.434752229,247.465528887,0.0106449035617,2.95936752225,0.0224247271165,1116.61709459,39.9868820645,0.03581073786,False,True,False,20,4.18921970584e-10
64,64,83.8383388025,-5.03895194114,5.27100282445,0.0153290856936,0.0128551837838,0.0140377424762,157.541001696,0.00317630609265,11.7573331304,0.102467140013,0.257453517464,0.0407228788687,0.342093618427,154.190521443,2.69649429638e-05,0.865113440013,0.164126916419,146.022329631,30.8138378189,0.211021409512,False,False,False,47,5.93723676354e-09
65,65,83.7390369598,-4.89957556408,34.9231040873,0.034510639971,0.0254175835949,0.0296171753612,75.147460627,0.0140664984103,11.1669713621,0.164995899555,0.244657439688,0.148497338685,76.4591031341,348.398837963,0.0268272690198,1.64830895663,0.0471982373765,429.736360438,27.8269101718,0.0647534459114,False,True,False,65,1.45243492713e-09
66,66,83.9283252083,-6.18814687814,0.736971956601,0.014518254685,0.0052014260405,0.00868997284122,178.304360169,0.00181503205294,8.24454280856,1.6571037999,1.6571037999,1.6571037999,327.003795111,290.652892786,0.00987755877602,22.1868667001,30.1054422781,21.5565287468,1276.57859843,59.2200448143,False,False,False,66,3.33401092047e-22
